symbol,timeframe,signal_bartime,direction,status,skip_reason,entry_time,exit_time,entry_price,sl_price,r_result,gross_r,cost_r,bar_mae_r,bar_mfe_r,holding_bars,ambiguous_bars,tp_hits,sl_leg_hits,leg_count
US30,H4,2017-05-04 01:00:00,BUY,closed,,2017-05-04 05:00:00,2017-05-04 05:00:00,20976.0,20962.0,-1.0,-1.0,0.0,1.3571428571428572,0.7142857142857143,1,0,[],1,1
US30,H4,2017-05-04 13:00:00,SELL,closed,,2017-05-04 17:00:00,2017-05-05 17:00:00,20917.0,20993.0,-1.0,-1.0,0.0,1.5394736842105263,0.5526315789473685,7,0,[],1,1
US30,H4,2017-05-05 17:00:00,BUY,closed,,2017-05-07 22:00:00,2017-05-10 05:00:00,21056.0,20925.0,-1.0,-1.0,0.0,1.251908396946565,0.015267175572519083,13,0,[],1,1
US30,H4,2017-05-09 17:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2017-05-15 10:00:00,BUY,closed,,2017-05-15 14:00:00,2017-05-17 05:00:00,20965.0,20905.0,-1.0,-1.0,0.0,2.216666666666667,1.1,7,0,[],1,1
US30,H4,2017-05-17 09:00:00,SELL,closed,,2017-05-17 13:00:00,2017-05-17 17:00:00,20810.0,20883.0,2.153206009152698,2.153206009152698,0.0,0.1643835616438356,2.8493150684931505,2,0,[1],0,1
US30,H4,2017-05-19 13:00:00,BUY,closed,,2017-05-19 17:00:00,2017-05-25 05:00:00,20833.0,20681.0,1.5276968764652625,1.5276968764652625,0.0,0.35526315789473684,1.730263157894737,14,0,[1],0,1
US30,H4,2017-05-30 17:00:00,SELL,closed,,2017-05-31 05:00:00,2017-05-31 09:00:00,21043.0,21052.0,-1.0,-1.0,0.0,2.7777777777777777,3.6666666666666665,2,0,[],1,1
US30,H4,2017-06-01 13:00:00,BUY,closed,,2017-06-01 17:00:00,2017-06-02 09:00:00,21083.0,20994.0,1.5424966541435057,1.5424966541435057,0.0,0.02247191011235955,1.6741573033707866,3,0,[1],0,1
US30,H4,2017-06-07 13:00:00,SELL,closed,,2017-06-07 17:00:00,2017-06-07 17:00:00,21141.0,21195.0,-1.0,-1.0,0.0,1.0555555555555556,0.14814814814814814,1,0,[],1,1
US30,H4,2017-06-08 13:00:00,BUY,closed,,2017-06-08 17:00:00,2017-06-08 17:00:00,21247.0,21160.0,-1.0,-1.0,0.0,1.160919540229885,0.05747126436781609,1,0,[],1,1
US30,H4,2017-06-21 13:00:00,SELL,closed,,2017-06-21 17:00:00,2017-06-26 10:00:00,21418.0,21507.0,-1.0,-1.0,0.0,1.146067415730337,0.8314606741573034,11,0,[],1,1
US30,H4,2017-06-26 06:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2017-06-27 13:00:00,SELL,closed,,2017-06-27 17:00:00,2017-06-28 13:00:00,21414.0,21457.0,-1.0,-1.0,0.0,1.7906976744186047,2.186046511627907,4,0,[],1,1
US30,H4,2017-06-28 13:00:00,BUY,closed,,2017-06-28 17:00:00,2017-06-29 13:00:00,21477.0,21388.0,-1.0,-1.0,0.0,2.247191011235955,0.449438202247191,4,0,[],1,1
US30,H4,2017-06-29 13:00:00,SELL,closed,,2017-06-29 17:00:00,2017-07-03 10:00:00,21286.0,21492.0,-1.0,-1.0,0.0,1.0436893203883495,0.3932038834951456,7,0,[],1,1
US30,H4,2017-07-03 06:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2017-07-06 09:00:00,SELL,closed,,2017-07-06 13:00:00,2017-07-06 17:00:00,21418.0,21470.0,3.4369220282983055,3.4369220282983055,0.0,0.5384615384615384,7.615384615384615,2,0,[1],0,1
US30,H4,2017-07-10 14:00:00,BUY,closed,,2017-07-10 18:00:00,2017-07-11 13:00:00,21451.0,21397.0,-1.0,-1.0,0.0,3.037037037037037,0.0,5,0,[],1,1
US30,H4,2017-07-18 09:00:00,SELL,closed,,2017-07-18 13:00:00,2017-07-18 13:00:00,21592.0,21662.0,1.4153332449425111,1.4153332449425111,0.0,0.15714285714285714,1.6285714285714286,1,0,[1],0,1
US30,H4,2017-07-19 17:00:00,BUY,closed,,2017-07-19 21:00:00,2017-07-20 13:00:00,21647.0,21608.0,-1.0,-1.0,0.0,1.564102564102564,1.0,4,0,[],1,1
US30,H4,2017-07-21 09:00:00,SELL,closed,,2017-07-21 13:00:00,2017-07-25 09:00:00,21595.0,21653.0,-1.0,-1.0,0.0,1.4827586206896552,1.4827586206896552,8,0,[],1,1
US30,H4,2017-07-25 09:00:00,BUY,closed,,2017-07-25 13:00:00,2017-07-27 13:00:00,21663.0,21565.0,1.2329630046135245,1.2329630046135245,0.0,0.7448979591836735,1.3775510204081634,9,0,[1],0,1
US30,H4,2017-08-09 05:00:00,SELL,closed,,2017-08-09 09:00:00,2017-08-10 13:00:00,22062.0,22080.0,7.202014181529092,7.202014181529092,0.0,0.9444444444444444,9.333333333333334,6,0,[1],0,1
US30,H4,2017-08-14 14:00:00,BUY,closed,,2017-08-14 18:00:00,2017-08-14 18:00:00,22024.0,22005.0,-1.0,-1.0,0.0,1.5263157894736843,0.3684210526315789,1,0,[],1,1
US30,H4,2017-08-17 13:00:00,SELL,closed,,2017-08-17 17:00:00,2017-08-18 13:00:00,21884.0,22002.0,1.3079881486636453,1.3079881486636453,0.0,0.025423728813559324,1.88135593220339,4,0,[1],0,1
US30,H4,2017-08-22 13:00:00,BUY,closed,,2017-08-22 17:00:00,2017-08-29 05:00:00,21881.0,21777.0,-1.0,-1.0,0.0,2.0673076923076925,0.4807692307692308,18,0,[],1,1
US30,H4,2017-08-28 10:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2017-08-29 13:00:00,BUY,closed,,2017-08-29 17:00:00,2017-09-11 14:00:00,21842.0,21678.0,1.311484188802241,1.311484188802241,0.0,0.725609756097561,1.4695121951219512,35,0,[1],0,1
US30,H4,2017-09-05 13:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2017-09-11 06:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2017-09-21 17:00:00,SELL,closed,,2017-09-21 21:00:00,2017-09-22 01:00:00,22385.0,22401.0,4.152052915109834,4.152052915109834,0.0,0.3125,4.375,2,0,[1],0,1
US30,H4,2017-09-27 09:00:00,BUY,closed,,2017-09-27 13:00:00,2017-09-27 13:00:00,22352.0,22317.0,-1.0,-1.0,0.0,2.4285714285714284,0.9142857142857143,1,0,[],1,1
US30,H4,2017-09-28 09:00:00,SELL,closed,,2017-09-28 13:00:00,2017-09-28 13:00:00,22316.0,22352.0,-1.0,-1.0,0.0,2.4444444444444446,0.5555555555555556,1,0,[],1,1
US30,H4,2017-09-28 13:00:00,BUY,closed,,2017-09-28 17:00:00,2017-10-02 14:00:00,22391.0,22295.0,1.305994767355969,1.305994767355969,0.0,0.5208333333333334,1.5625,12,0,[1],0,1
US30,H4,2017-10-25 13:00:00,SELL,closed,,2017-10-25 17:00:00,2017-10-27 09:00:00,23292.0,23467.0,-1.0,-1.0,0.0,1.0171428571428571,0.09714285714285714,11,0,[],1,1
US30,H4,2017-10-27 05:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2017-10-30 06:00:00,SELL,closed,,2017-10-30 10:00:00,2017-10-30 14:00:00,23407.0,23429.0,-1.0,-1.0,0.0,1.5454545454545454,3.0,2,0,[],1,1
US30,H4,2017-10-31 21:00:00,BUY,closed,,2017-11-01 01:00:00,2017-11-01 09:00:00,23427.0,23388.0,2.3474698700444536,2.3474698700444536,0.0,0.05128205128205128,2.6666666666666665,3,0,[1],0,1
US30,H4,2017-11-01 21:00:00,SELL,closed,,2017-11-02 01:00:00,2017-11-02 09:00:00,23398.0,23452.0,-1.0,-1.0,0.0,1.2592592592592593,0.25925925925925924,3,0,[],1,1
US30,H4,2017-11-02 13:00:00,BUY,closed,,2017-11-02 17:00:00,2017-11-09 14:00:00,23484.0,23355.0,-1.0,-1.0,0.0,1.3255813953488371,1.1317829457364341,30,0,[],1,1
US30,H4,2017-11-07 14:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2017-11-14 06:00:00,BUY,closed,,2017-11-14 10:00:00,2017-11-14 10:00:00,23449.0,23427.0,-1.0,-1.0,0.0,2.409090909090909,0.5,1,0,[],1,1
US30,H4,2017-11-14 10:00:00,SELL,closed,,2017-11-14 14:00:00,2017-11-14 14:00:00,23398.0,23461.0,1.6474111974420094,1.6474111974420094,0.0,0.2857142857142857,1.9047619047619047,1,0,[1],0,1
US30,H4,2017-11-16 14:00:00,BUY,closed,,2017-11-16 18:00:00,2017-11-17 14:00:00,23469.0,23376.0,-1.0,-1.0,0.0,1.1612903225806452,0.3225806451612903,6,0,[],1,1
US30,H4,2017-11-17 14:00:00,SELL,closed,,2017-11-17 18:00:00,2017-11-20 11:00:00,23379.0,23424.0,-1.0,-1.0,0.0,1.0,2.2444444444444445,5,0,[],1,1
US30,H4,2017-11-20 11:00:00,BUY,closed,,2017-11-20 15:00:00,2017-11-21 14:00:00,23423.0,23336.0,1.5295259435048953,1.5295259435048953,0.0,0.09195402298850575,2.32183908045977,7,0,[1],0,1
US30,H4,2017-11-24 06:00:00,SELL,closed,,2017-11-24 10:00:00,2017-11-24 10:00:00,23526.0,23557.0,-1.0,-1.0,0.0,2.161290322580645,0.16129032258064516,1,0,[],1,1
US30,H4,2017-11-24 14:00:00,BUY,closed,,2017-11-24 18:00:00,2017-11-24 18:00:00,23563.0,23553.0,-1.0,-1.0,0.0,1.6,0.9,1,0,[],1,1
US30,H4,2017-11-24 18:00:00,SELL,closed,,2017-11-26 23:00:00,2017-11-26 23:00:00,23566.0,23573.0,-1.0,-1.0,0.0,1.0,8.571428571428571,1,0,[],1,1
US30,H4,2017-11-27 07:00:00,BUY,closed,,2017-11-27 11:00:00,2017-11-28 14:00:00,23573.0,23527.0,2.1415787642137887,2.1415787642137887,0.0,0.8695652173913043,4.195652173913044,8,0,[1],0,1
US30,H4,2017-12-05 14:00:00,SELL,closed,,2017-12-05 18:00:00,2017-12-11 07:00:00,24266.0,24395.0,-1.0,-1.0,0.0,1.062015503875969,1.3333333333333333,22,0,[],1,1
US30,H4,2017-12-07 14:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2017-12-14 18:00:00,SELL,closed,,2017-12-14 22:00:00,2017-12-15 10:00:00,24545.0,24616.0,-1.0,-1.0,0.0,1.5774647887323943,0.014084507042253521,4,0,[],1,1
US30,H4,2017-12-15 14:00:00,BUY,closed,,2017-12-15 18:00:00,2017-12-18 07:00:00,24682.0,24626.0,2.323692750921834,2.323692750921834,0.0,0.7678571428571429,2.482142857142857,4,0,[1],0,1
US30,H4,2017-12-20 14:00:00,SELL,closed,,2017-12-20 18:00:00,2017-12-29 10:00:00,24784.0,24886.0,-1.0,-1.0,0.0,1.2058823529411764,0.6666666666666666,25,0,[],1,1
US30,H4,2017-12-21 14:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2017-12-22 10:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2017-12-27 22:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2017-12-29 14:00:00,SELL,closed,,2017-12-29 18:00:00,2018-01-03 14:00:00,24819.0,24901.0,-1.0,-1.0,0.0,1.0853658536585367,0.926829268292683,12,0,[],1,1
US30,H4,2018-01-02 10:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2018-01-02 14:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2018-01-02 18:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2018-01-19 02:00:00,SELL,closed,,2018-01-19 06:00:00,2018-01-19 06:00:00,25970.0,26010.0,-1.0,-1.0,0.0,2.175,0.675,1,0,[],1,1
US30,H4,2018-01-22 15:00:00,BUY,closed,,2018-01-22 19:00:00,2018-01-24 14:00:00,26162.0,26059.0,1.967151641739354,1.967151641739354,0.0,0.27184466019417475,2.504854368932039,12,0,[1],0,1
US30,H4,2018-01-29 19:00:00,SELL,closed,,2018-01-29 22:00:00,2018-01-30 02:00:00,26488.0,26575.0,2.583951978554142,2.583951978554142,0.0,0.3793103448275862,3.735632183908046,2,0,[1],0,1
US30,H4,2018-02-01 14:00:00,BUY,closed,,2018-02-01 18:00:00,2018-02-02 10:00:00,26289.0,25964.0,-1.0,-1.0,0.0,1.1538461538461537,0.1076923076923077,5,0,[],1,1
US30,H4,2018-02-02 02:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2018-02-07 14:00:00,BUY,closed,,2018-02-07 18:00:00,2018-02-07 22:00:00,25097.0,24743.0,-1.0,-1.0,0.0,1.5903954802259888,0.24858757062146894,2,0,[],1,1
US30,H4,2018-02-08 14:00:00,SELL,closed,,2018-02-08 18:00:00,2018-02-09 18:00:00,24305.0,24957.0,1.3524664633592258,1.3524664633592258,0.0,0.3665644171779141,1.4539877300613497,7,0,[1],0,1
US30,H4,2018-02-12 07:00:00,BUY,closed,,2018-02-12 11:00:00,2018-02-12 11:00:00,24488.0,24308.0,-1.0,-1.0,0.0,1.238888888888889,0.4222222222222222,1,0,[],1,1
US30,H4,2018-02-19 22:00:00,SELL,closed,,2018-02-20 02:00:00,2018-02-21 18:00:00,25127.0,25243.0,-1.0,-1.0,0.0,1.3275862068965518,2.8275862068965516,11,1,[],1,1
US30,H4,2018-02-22 14:00:00,BUY,closed,,2018-02-22 18:00:00,2018-02-26 07:00:00,25036.0,24863.0,2.5263142087852626,2.5263142087852626,0.0,0.7514450867052023,2.947976878612717,10,0,[1],0,1
US30,H4,2018-02-28 02:00:00,SELL,closed,,2018-02-28 06:00:00,2018-02-28 06:00:00,25422.0,25474.0,-1.0,-1.0,0.0,2.0961538461538463,0.4230769230769231,1,0,[],1,1
US30,H4,2018-03-05 15:00:00,BUY,closed,,2018-03-05 19:00:00,2018-03-11 22:00:00,24833.0,24399.0,1.285701316013678,1.285701316013678,0.0,0.9285714285714286,1.4815668202764978,26,0,[1],0,1
US30,H4,2018-03-07 02:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2018-03-07 18:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2018-03-13 17:00:00,SELL,closed,,2018-03-13 21:00:00,2018-03-19 14:00:00,24976.0,25258.0,1.4071637461580548,1.4071637461580548,0.0,0.6808510638297872,1.7872340425531914,23,0,[1],0,1
